,nextcube,v54,v70,v104,v114,v32,v102_prime,v62,i12,v82_prime,v74_prime,v86,v64,v46,v56,v50_prime,v42,v68_prime,v52_prime,v86_prime,v28_prime,i8,v94_prime,v26,v26_prime,v58,v42_prime,v98,v110,v68,v106_prime,v110_prime,v34,v28,v40_prime,v62_prime,v100,v98_prime,v60_prime,v94,v46_prime,v84_prime,v114_prime,v38_prime,i4,v54_prime,i18,v80_prime,v88_prime,v56_prime,v112,v74,v102,v92_prime,v72,v30_prime,v90_prime,v36_prime,i24,v100_prime,v90,i20,v76,v44,v48,v96_prime,v104_prime,v50,v84,i14,v78_prime,i2,v82,v66,v78,v64_prime,v30,v70_prime,v108,v112_prime,v96,v108_prime,v36,i16,v34_prime,v92,v38,v32_prime,v52,v76_prime,v58_prime,v72_prime,v44_prime,v66_prime,v106,v60,i10,i6,v88,v40,v48_prime,i22,v80
48,texas.two_proc^5.E_48.smt2,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,0.0
49,texas.two_proc^5.E_49.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
50,texas.two_proc^5.E_50.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,0,1,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
51,texas.two_proc^5.E_51.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,1.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
52,texas.two_proc^5.E_52.smt2,0,0,0,0,0,1,1.0,1.0,1,1,1.0,0,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,0.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,1.0,1,0,1.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,0.0,1.0,1.0,0,1,1.0,1.0
53,texas.two_proc^5.E_53.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,0.0
54,texas.two_proc^5.E_54.smt2,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,0,1,1,1,1.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,1,1,0.0,1.0,0.0,0,1,1.0,1.0
55,texas.two_proc^5.E_55.smt2,0,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,0.0,1.0,0.0,0,1,1.0,1.0
56,texas.two_proc^5.E_56.smt2,0,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,1,1,0.0,1.0,0.0,0,1,1.0,1.0
57,texas.two_proc^5.E_57.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
58,texas.two_proc^5.E_58.smt2,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
59,texas.two_proc^5.E_59.smt2,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,0.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
60,texas.two_proc^5.E_60.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,0.0,1.0,0.0,0,1,1.0,1.0
61,texas.two_proc^5.E_61.smt2,0,0,0,0,0,1,1.0,1.0,1,1,1.0,0,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,0.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,1.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,0.0,1.0,1.0,0,1,1.0,1.0
62,texas.two_proc^5.E_62.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
63,texas.two_proc^5.E_63.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,0.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
64,texas.two_proc^5.E_64.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
65,texas.two_proc^5.E_65.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
66,texas.two_proc^5.E_66.smt2,0,0,0,0,0,1,1.0,1.0,1,1,1.0,0,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,0.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,1.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,0.0,1.0,1.0,0,1,1.0,1.0
67,texas.two_proc^5.E_67.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,1,1,1,1,0.0,1,0,1.0,1,0,0.0,1,1,1.0,1,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
68,texas.two_proc^5.E_68.smt2,0,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,1,1,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
69,texas.two_proc^5.E_69.smt2,0,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,0,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
70,texas.two_proc^5.E_70.smt2,0,0,1,0,0,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,0,0.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,1,1,0.0,1.0,1.0,0,1,1.0,1.0
71,texas.two_proc^5.E_71.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
72,texas.two_proc^5.E_72.smt2,0,0,1,0,0,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,0,1,1,1,1.0,1,1,0.0,1,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,1,1,0.0,1.0,1.0,0,1,1.0,1.0
73,texas.two_proc^5.E_73.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,0.0,1,1,1,1,1,0,1,0.0,1.0,0.0,0,1,1.0,1.0
74,texas.two_proc^5.E_74.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
75,texas.two_proc^5.E_75.smt2,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,0,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
76,texas.two_proc^5.E_76.smt2,0,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,0,1,1,0.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
77,texas.two_proc^5.E_77.smt2,0,0,1,0,0,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,0,1,1,1,1.0,1,1,0.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,1,1.0,1,0,0,1,0.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,1.0
78,texas.two_proc^5.E_78.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
79,texas.two_proc^5.E_79.smt2,1,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,0,0,1,0.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,1.0
80,texas.two_proc^5.E_80.smt2,0,0,1,0,0,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,0,1,1,1,1.0,1,1,0.0,1,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,1.0
81,texas.two_proc^5.E_81.smt2,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1,1,0.0,1,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,1,1,0.0,1.0
82,texas.two_proc^5.E_82.smt2,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,0.0,0,1,1.0,0.0
83,texas.two_proc^5.E_83.smt2,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1,1,0.0,1,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1.0,1,1,1,1,1,0,0,1.0,1.0,0.0,1,1,0.0,1.0
84,texas.two_proc^5.E_84.smt2,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,0.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,0,1,0.0,0.0
85,texas.two_proc^5.E_85.smt2,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1,1,0.0,1,1.0,1,1.0,1,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,1,1,0.0,1.0
86,texas.two_proc^5.E_86.smt2,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,0,1,1.0,0.0
87,texas.two_proc^5.E_87.smt2,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,0.0
88,texas.two_proc^5.E_88.smt2,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,0.0
89,texas.two_proc^5.E_89.smt2,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,0.0
90,texas.two_proc^5.E_90.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,0,1,1,1.0,1,1,1,1,1,0,1,1.0,1.0,0.0,1,1,1.0,1.0
91,texas.two_proc^5.E_91.smt2,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,0,1,1,0.0,1,1,1,1,1,0,1,1.0,1.0,0.0,1,1,1.0,1.0
92,texas.two_proc^5.E_92.smt2,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,0.0
93,texas.two_proc^5.E_93.smt2,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,0.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,0,1,0.0,0.0
94,texas.two_proc^5.E_94.smt2,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1,1,1.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1.0,1.0,0,1,1.0,0.0
95,texas.two_proc^5.E_95.smt2,1,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0.0,1,1,1.0,0,1.0,1,1.0,0,1,1.0,1,1,1,0.0,1,0,1,1,1.0,1,0,1,1,0.0,1,1,1,1,1,1,1,0.0,1.0,0.0,1,1,1.0,1.0
96,texas.two_proc^5.E_96.smt2,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,0.0,0,1.0,1,1.0,0,1,0.0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,0,1,0.0,0.0
97,texas.two_proc^5.E_97.smt2,1,1,0,1,1,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,1,1,0.0,0,1.0,1,1.0,0,1,0.0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1.0,1.0,0,1,1.0,0.0
